name,company,region,salary_min,salary_max,currency,date,url,requirement,duty
Системный аналитик,"МКУ АДМИНИСТРАЦИЯ МО ""ТАРБАГАТАЙСКИЙ РАЙОН""",Республика Бурятия,45000,50000,«руб.»,,https://trudvsem.ru/vacancy/card/1020300904348/b74fc978-b3b4-11f0-bd5c-879b5a389684,,знание ПК умение владеть программным обеспечением подкоговка и реализация нацпроектов составление программ района статистическая отчетность
Системный аналитик,"ООО ""НЕОФЛЕКС ДАТАТЕХ""",Город Москва,145000,200000,«руб.»,,https://trudvsem.ru/vacancy/card/1237700615250/8c229c59-3988-11f1-90d7-0b2fe3ee63c8,,"Сбор, анализ и формализация поступивших от заказчика требований; Подготовка маппингов объектов источников данных на слои хранилища данных; Разработка технических заданий и проектной документации, поддержание ее в актуальном состоянии; Постановка задач разработчикам и тестирование реализованного функционала; Координация работ со смежными подразделениями и бизнес-заказчиками; Участие в презентации продукта заказчику."
Системный аналитик,"ООО ""ДИАСОФТ""",Город Москва,80000,80000,«руб.»,,https://trudvsem.ru/vacancy/card/38dbb3f0-9e7b-11ea-9582-f3e0740405b3/85149c97-a507-11f0-a18c-bdc82d0d5dcd,,"∙ Сбор, формализация и согласование требований с представителями заказчика;∙ Написание ПМИ (Программа и методика испытаний);∙ Работа с проектной документацией (ТЗ, ЧТЗ, ТТ);∙ Разработка схем и описание процессов интеграции между информационными системами внутри компании;∙ Проработка технических решений и постановок для разработчика;∙ Работа с нормативной документацией."
Системный аналитик,"ООО ""ДИАСОФТ ЭКОСИСТЕМА""",Город Москва,80000,80000,«руб.»,,https://trudvsem.ru/vacancy/card/1217700330540/ab726fd9-7e81-11f0-ae09-efc3bb2eec02,,"Сбор, формализация и согласование требований с представителями заказчика; Написание ПМИ (Программа и методика испытаний); Работа с проектной документацией (ТЗ, ЧТЗ, ТТ); Разработка схем и описание процессов интеграции между информационными системами внутри компании; Проработка технических решений и постановок для разработчика; Работа с нормативной документацией."
Системный аналитик,"ГБУ ""МИГРАЦИОННЫЙ ЦЕНТР""",Город Москва,184635,217305,«руб.»,,https://trudvsem.ru/vacancy/card/5147746407793/99406d08-99d7-11f0-a327-abd4f0e64f6f,,"Анализ бизнес-процессов: изучение и понимание действующих бизнес-процессов организации, выявление узких мест и потребностей в информационных системах Формулировка требований: определение и документирование требований к будущим или существующим системам на основе потребностей пользователей и бизнеса Разработка технических спецификаций: преобразование бизнес-требований в технические спецификации для команды разработчиков Моделирование систем: создание схем, диаграмм и других инструментов для визуализации и понимания структуры предлагаемой системы Координация разработки: взаимодействие с командами разработчиков, тестировщиков и других участников проекта для обеспечения соответствия готового продукта исходным требованиям Тестирование и проверка систем: участие в процессе тестирования для обеспечения качества и соответствия системы установленным требованиям Поддержка и обучение: помощь в решении проблем после запуска системы, а также обучение пользователей и персонала Осуществление иных должностных обязанностей."
Системный аналитик,"ООО ""СКБ-ОНЛАЙН""",Свердловская область,40000,50000,«руб.»,,https://trudvsem.ru/vacancy/card/1196658076185/75ed2118-d4d6-11f0-b730-d758e7e1c196,,"Проектирование структур данных Проектирование программных интерфейсов Анализ необходимых доработок программного обеспечения, документирование требований к функциям системы Тестирование разработанного и модернизированного программного обеспечения"
Системный аналитик,"ООО ""РСХБ-ИНТЕХ""",Город Москва,150000,200000,«руб.»,,https://trudvsem.ru/vacancy/card/1167746822946/0eefd248-79dc-11f1-96a1-71ec6ab38b2c,,"Анализ и сбор требований:- сбор и анализ бизнес-требований от заказчика по управлению доступом;- анализ текущей ИТ-инфраструктуры и процессов управления доступом в организации;- согласование требований с заинтересованными подразделениями;- подготовка и актуализация документации; Работа с Avanpost IDM:- разработка ролевой модели доступа (RBAC, ABAC) с учетом бизнес требований заказчика;- настройка маршрутов согласования заявок на доступ (workflow);- разработка правил автоматической синхронизации данных (настройка кадровых синхронизаций и пр.);- моделирование процессов аудита и отчетности по правам доступа.- конфигурирование коннекторов к целевым системам;- создание и тестирование шаблонов отчетов;- настройка политик, правил назначения прав, политик аудита;- участие в разработке и тестировании интеграционных сценариев;- выявление и документирование дефектов, взаимодействие с разработчиками по их устранению;- контроль соблюдения SOD-ограничений в ролевых моделях ИС (настроенных в IDM)."
Системный аналитик,"ООО ""ЮНИЛАБ""",Приморский край,130000,170000,«руб.»,,https://trudvsem.ru/vacancy/card/1192536008279/c81e3198-8ba6-11f1-9699-4f4591bc4f3e,,"1. Работа с требованиями и заказчиком: Проведение интервью с заказчиком программного продукта; Выявление, сбор и формализация бизнес-требований; Поиск неоптимальных и неэффективных процессов и операций в бизнес-подразделениях; Определение границ проекта: формулировка целей, определение метрик для измерения успеха; Управление ожиданиями заказчика: оценка реалистичности запросов, приоритизация задач, участие в демо и презентациях готовых решений; Участие во внедрении проекта: контроль и обработка обратной связи от заказчиков на этапе адаптации программного продукта. 2. Проектирование и документация: Описание интеграционных взаимодействий (REST API): проектирование контрактов API (Swagger/OpenAPI), маппинг данных; Моделирование бизнес-процессов и логики работы системы (BPMN, UML, Sequence diagrams); Написание понятной технической документации для команды разработки и поддержки; Участие в прототипировании интерфейсов совместно с веб-дизайнером (UI/UX). 3. Сопровождение разработки: Декомпозиция эпиков на задачи для разработчиков. Постановка задач команде (бэкенд Python + фронтенд Vue), контроль понимания требований. Приемка результатов разработки на соответствие ТЗ (функциональное тестирование логики перед передачей на дальнейшие этапы тестирования (QA)). Консультирование команды в процессе разработки, оперативное уточнение требований."
Системный аналитик,"АО ""РТ ЛАБС""",Московская область,100000,140000,«руб.»,,https://trudvsem.ru/vacancy/card/1035009567450/9ecdfdbd-43a9-11f1-aa71-659f9ad1813b,,"Сбор и формализация бизнес-требований Описание функциональных требований Анализ возможности реализации запросов на изменения на основании текущей архитектуры системы Декомпозиция функциональных требований, постановка и контроль задач в разработку Ведение технической документации по функциональностям системы Проведение аналитического контроля разработки Презентация решений заказчику"
Системный аналитик,"АО ""РТ ЛАБС""",Город Москва,100000,140000,«руб.»,,https://trudvsem.ru/vacancy/card/1035009567450/32fc173d-7ae4-11f1-96a1-71ec6ab38b2c,,"Сбор и формализация бизнес-требований Описание функциональных требований Анализ возможности реализации запросов на изменения на основании текущей архитектуры системы Декомпозиция функциональных требований, постановка и контроль задач в разработку Ведение технической документации по функциональностям системы Проведение аналитического контроля разработки Презентация решений заказчику"
Системный аналитик,"АО ""ТЕХНОЯРД""",Приморский край,100000,150000,«руб.»,,https://trudvsem.ru/vacancy/card/1252500020420/261b59b3-8958-11f1-aeca-c9464de5d4ac,,"опрос заказчиков, изучение бизнес-процессов и выявление реальных потребностей.составление технических заданий, спецификаций и функциональных требований.контроль актуальности требований при изменении задач проекта.разработка логики работы программ, схем данных и пользовательских сценариев.описание того, как разные ИТ-системы и базы данных должны обмениваться информацией - API, протоколы.помощь программистам и тестировщикам в понимании заложенной логики."
Системный аналитик,"ООО ""ОХС""",Свердловская область,80000,85000,«руб.»,,https://trudvsem.ru/vacancy/card/1206600069125/36e56ae9-a402-11f0-b214-efc3bb2eec02,,"Анализ ошибок ПО прикладного уровня Обработка и выполнение поступающих заявок Эскалация заявок на другой уровень технической поддержки или разработки Базовая настройка аппаратно-программных комплексов и серверов Работа с системами мониторинга (Zabbix, Nagios, Grafana) Контроль работы серверов и сервисов с использованием систем мониторинга"
Системный аналитик,"ООО ""ОХС""",Свердловская область,90000,90000,«руб.»,,https://trudvsem.ru/vacancy/card/1206600069125/458e0758-d4f4-11f0-95a5-b982dbc00f11,,"Анализ ошибок ПО прикладного уровня Обработка и выполнение поступающих заявок Эскалация заявок на другой уровень технической поддержки или разработки Базовая настройка аппаратно-программных комплексов и серверов Работа с системами мониторинга (Zabbix, Nagios, Grafana) Контроль работы серверов и сервисов с использованием систем мониторинга"
Системный аналитик,"ГАУЗ ТО ""ОЛРЦ ""ГРАДОСТРОИТЕЛЬ""",Тюменская область,33730,33730,«руб.»,,https://trudvsem.ru/vacancy/card/1037200576973/c81f0958-a2ba-11f1-805f-61e527cd6ba8,"- Работа в дружной, сплоченной команде профессионалов; - Стабильные выплаты заработной платы 2 раза в месяц. - Сокращенная продолжительность рабочего времени.","1. Осуществляет установку и назначение типа требования к системе и подсистеме; 2. Осуществляет установку взаимосвязи требований к системе и подсистеме с прочими проектными артефактами - тестами, кодом, архитектурными моделями. 3. Изучает запросы на изменение к системе и подсистеме."
Системный аналитик,"АО ""ФНПЦ""ННИИРТ""",Нижегородская область,60000,65000,«руб.»,,https://trudvsem.ru/vacancy/card/1085261002628/76ebcc98-9f9e-11f1-ae19-97b17645c340,,"Систематизация и документирование требований. Разработка технических заданий, функциональных требований и др. проектной документации. Разработка логической структуры системы, выбор технологий и инструментов для реализации проекта. Описание структуры данных, программных интерфейсов, обработки и передачи данных. Участие в процессе тестирование для выявление ошибок и несоответствий, документирование ошибок. Ведение и актуализация эксплуатационной и сопутствующей документации. Обучение пользователей работе с новыми системами."
Системный аналитик,"Сбербанк России, ПАО",Город Москва,150000,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/187f80c4-9c97-11f1-b5d2-dd8d25e54f6c,,"Команда отвечает за внутренние инженерные инфраструктурные сервисы баз данных, работающие в инфраструктуре Сбера. По клику или через API поднимает сервис БД и настраиваем всю инфраструктуру вокруг него:железо: Baremetal, Virtual, k8s/OpenShift. Автоматизирует обслуживание сервиса: от рестарта сервера до апгрейда версии без даунтайма. Все также через UI или API. Двигаемся в сторону Managed Service. Обязанности взаимодействие с заказчиком: интервью, выявление, проработка и согласование требований составление технических заданий разработка сценариев автоматизации формирование комплекта сопроводительной эксплуатационной документации участие в приемо-сдаточных испытаниях участие в третьей линии поддержки. Требования опыт работы: не менее 2 лет в области системного анализа знание объекта автоматизации (Mongo/Redis) базовые знания SQL и опыт работы с нереляционными БД высшее техническое образование в сфере ИТ опыт работы с командой разработки в энтерпрайзе: Jira, Confluence, Kanban-доски опыт организации и проведения приемо-сдаточных испытаний знание английского языка на уровне понимания технической документации. Условия комфортный современный офис по адресу: 2-й Южнопортовый проезд,12А, к1, рядом с м. Кожуховская возможность перейти на гибридный формат работыпосле адаптации ежегодный пересмотр зарплаты, годовая премия корпоративный спортзал и зоны отдыха более 400 образовательных программ СберУниверситета для профессионального и карьерного развития расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписка Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера."
Системный аналитик,"СПБ ГКУ ""СПБ ИАЦ""",Город Санкт-Петербург,100000,150000,«руб.»,,https://trudvsem.ru/vacancy/card/1247800130082/83c816f8-9baa-11f1-800d-3160d0db64b8,,"Прорабатывать функциональность, описывать сценарии, готовить постановки для разработки и тестирования."
Старший системный аналитик,"ООО ""КОДЭ""",Калининградская область,45000,60000,«руб.»,,https://trudvsem.ru/vacancy/card/1143926052160/889c3b00-f869-11f0-ba7d-9959eb3311ba,,"Участие в переговорах с заказчиком, выявление и оформление требований и конечных пользователей продукта; Разработка совместно с командой проекта функциональных и нефункциональных требований, в том числе: a. проектирование и описание пользовательских сценариев; b. проектирование и описание клиент-серверного взаимодействия; c. участие в проектировании архитектуры решения; d. проектирование и описание серверной логики. e. составление mind-карты, модели данных. Участие в развитии проекта: a. формирование и управление бэклогом; b. предложение гипотез по развитию проекта; Сбор и обработка результатов проектных исследований; Сопровождение функционального тестирования системы; Сопровождение разработки пользовательской документации системы; Техническая поддержка систем; Апробация реализации требований к функциям систем; Консультирование заинтересованных лиц по требованиям к функциям системы; Обработка запросов на изменение к функциям системы; Разработка разделов пользовательской документации, описывающих работу функций системы; Разработка разделов проектной документации, описывающих работу функций системы."
Ведущий системный аналитик 1С,Командор,Красноярский край,105000,0,«руб.»,,https://trudvsem.ru/vacancy/card/7226c750-02f1-11eb-8600-bfd13399602c/cb544524-abf9-11f1-b16a-e32211fe5c46,,"ГРУППА КОМПАНИЙ «КОМАНДОР» - это одна из крупнейших, динамично развивающихся торговых сетей Восточной Сибири. Работа в центральном офисе - прекрасная возможность окунуться в нескучные офисные будни, наполненные интересными проектами, командной работой и увлекательными корпоративными мероприятиями. МЫ ПРЕДЛАГАЕМ: Добровольное медицинское страхование; 100% соблюдение ТК РФ; График работы: 5-ка с 8.00 до 17.00 ч.; Возможность гибридного режима работы; Современный комфортный офис, расположенный по адресу: г. Красноярск, ул. Вавилова, 1, стр. 51 + большая удобная парковка; Своевременная белая заработная плата 105000р. (на руки)+квартальная премия до 8%, дополнительно возможны годовая премия и премия по завершении проектов; Корпоративная культура (скидки в тренажёрные залы и другие компании-партнёры, подарки от компании сотрудникам и их детям); Повышенный кешбэк до 20% для сотрудников на карту копилка, подарочные бонусы по случаю значимых событий; Возможность профессионального и карьерного развития внутри компании; Внутреннее корпоративное обучение для всех сотрудников; Дружный коллектив. В ВАШИ ОБЯЗАННОСТИ БУДЕТ ВХОДИТЬ: Сбор, анализ и формализация требований заказчиков; Анализ и описание бизнес-процессов; Формирование технических заданий и инструкций для пользователей; Тестирование выполненных доработок. ТРЕБОВАНИЯ: Высшее образование, предпочтительно экономическое, физико-математическое, ИТ; Обязателен опыт работы системным аналитиком 1С. Будет плюсом опыт в сфере бухгалтерского/налогового/кадрового учета и/или экономике, финансов предприятия; Хорошие знания программных продуктов 1С (БП, УПП, ЗУП, Документооборот). ПРИСОЕДИНЯЙСЯ К КОМАНДЕ ПРОФЕССИОНАЛОВ! БУДЬ В ЧИСЛЕ ЛУЧШИХ!"
Ведущий системный аналитик,"АО""НПП""РАДИОСВЯЗЬ""",Красноярский край,90000,100000,«руб.»,,https://trudvsem.ru/vacancy/card/1122468072231/fbaa6088-500d-11f1-83d8-81da717edaeb,,"Участие в проектах по разработке, модернизации систем управления предприятием, реализация задач, проектов от обозначения проблематики и постановки ТЗ до получения результата, тестирование после разработки, составление документации (технические задания, рабочие инструкции), обучение пользователей, внедрение разработок, контроль достижения запланированных результатов"
Ведущий системный аналитик,"ООО ""АКСЕНИКС ИННОВАЦИИ""",Тверская область,120000,150000,«руб.»,,https://trudvsem.ru/vacancy/card/1237700076107/f4a59999-865d-11f1-ae5d-9f41f4fa76e3,,"Разработка методик выполнения аналитических работ; Разработка технико-коммерческого предложения и участие в его защите; Планирование, организация и контроль аналитических работ в ИТ-проекте, составление отчетов о проведенных работах; Управление процессами разработки и сопровождения требований к системам и управление качеством систем; Знание методик оценки трудоемкости выполнения ИТ-проекта, определение границ проектных работ, декомпозиция и оценка проекта; Участие в проектировании архитектуры реализуемой системы; Организация оценки соответствия требованиям существующих систем и их аналогов; Сопровождение приемочных испытаний и ввода в эксплуатацию системы; Коммуникации с экспертами заказчика и/или партнеров; Декомпозиция, распределение и контроль выполнения задач по анализу и проектированию; Определение требований к ПО; Проектирование ПО (разработка проекта архитектуры ПО); Анализ контекста, организационной структуры, бизнес-процессов с целью выявления заинтересованных сторон; Анализ требований к системе и подсистеме; Анализ проблемной ситуации заинтересованных лиц; Проведение анализа предложений и замечаний к требованиям к системе и подсистеме; Выработка обновленных формулировок требований к системе и подсистеме по результатам анализа."
Старший системный аналитик,"ООО ""СИБИНТЕК-СОФТ""",Город Москва,90000,100000,«руб.»,,https://trudvsem.ru/vacancy/card/1177746245500/2acf68e9-a7ae-11f1-8d85-6f9b8d7d49f7,,"разрабатывать, восстанавливать и сопровождать требования к программному обеспечению/ продукту на протяжении их жизненного цикла; осуществлять концептуальное, функциональное и логическое проектирование системы среднего и крупного масштаба и сложности; осуществлять экспертизу и практическое применение лучших практик в части метрик и бизнес-аналитике в рамках задач сопровождения цифровых аналитических платформ; осуществлять экспертное заключение на базе лучших практик и организацию процессов, сбора, обработки и верификации информационных данных совместно со смежными подразделениями Заказчика; осуществлять классификацию, нормализацию и гармонизацию данных совместно со смежными подразделениями Заказчика; осуществлять экспертизу и практическое применение лучших практик по совершенствованию структуры данных и непрерывности процесса, подходов к организации сервисов предоставления информации (аналитических даш-бордов на базе цифровых аналитических платформ)"
Системный аналитик (стажер),"Сбербанк России, ПАО",Приморский край,0,0,«руб.»,,https://trudvsem.ru/vacancy/card/5147746474134/b28a3664-a5fc-11f1-9b22-337616372fa9,,"Мы тестируем центральный продукт мониторинга, журналирования и логирования, который используется в крупном банке. Этот продукт — фактически «нервная система» банка: с ним работают десятки других команд, тысячи сотрудников, а его данные критичны для принятия решений. Наша задача — обеспечить стабильность и достоверность данных на всём пути: от приёма логов до их отображения в UI. Команда небольшая, но мы отвечаем за огромную экосистему. Нам нужен стажёр, который не боится тысяч строк в таблицах, готов вручную проверять интерфейсы и лезть в базу, чтобы найти расхождения. Обязанности ручное тестирование веб-интерфейса: проверка форм, кнопок, фильтров, навигации и адаптивной верстки cоставление тест-кейсов регрессионное тестирование после обновлений продукта воспроизведение багов, оформление понятных баг-репортов в SberTrack построение дашбордов в графана. Работа с SQL: написание простых и средних по сложности SELECT-запросов для проверки данных логирование расхождений между UI и данными в базе (например: значение 100 в UI, а в таблице value = 90) просмотр логов и простых JOIN-запросов (при наличии схемы). Требования студенты очных отделений (последних курсов) высших учебных заведений г Владивостока Что нужно знать и уметь: теория тестирования этап жизненного цикла разработки ПО, этап жизненного цикла цикла бага типы и уровни тестирования техники тестирования умение составление тест-кейсов и чек-листы понимание структуры баг-репорта базовые знания SQL опыт работы с Postman/Insomnia. Условия работу по адресу: ул. Фонтанная 18 график работы 5/2 с 9.00 до 18.00, возможен гибрид 3/2 или 2/3 или работа в офисе 3-6-месячная оплачиваемая стажировка с гибким графиком (20-40 часов) стабильный оклад и социальная поддержка сотрудников официальное оформление с первого дня корпоративное обучение за счет компании."
Системный аналитик (Middle),"ООО ""ЦП КАМАЗ""",Республика Татарстан (Татарстан),126000,237000,«руб.»,,https://trudvsem.ru/vacancy/card/1181690078261/e54c5858-a5dc-11f1-8d85-6f9b8d7d49f7,,Выявление и сбор требований из различных источников. Систематизация требований. Проверка требований на полноту. Проверка на непротиворечивость требований. Документирование требований в документах или специализированных системах. Согласование требований. Обработка запросов на изменение требований к системе. Постановка задач команде разработке. Контроль качества исполнения задач командой разработки.
Системный аналитик (Middle),"ООО ""ЦП КАМАЗ""",Республика Татарстан (Татарстан),126000,237000,«руб.»,,https://trudvsem.ru/vacancy/card/1181690078261/264dcbb8-16cf-11f1-929d-45f09e15ba18,,Выявление и сбор требований из различных источников Систематизация требований Проверка требований на полноту Проверка на непротиворечивость требований Документирование требований в документах или специализированных системах Согласование требований Обработка запросов на изменение требований к системе Постановка задач команде разработке Контроль качества исполнения задач командой разработки
Системный аналитик (комплексы 1С),"ООО ""ВОСТОК.СОФТ""",Челябинская область,60000,60000,«руб.»,,https://trudvsem.ru/vacancy/card/1227700184161/07690420-a857-11f1-8d85-6f9b8d7d49f7,,"Анализ бизнес-процессов предметной области; Работа в нетиповой (самописной) конфигурации: Сбор и формализация требований заказчиков; Обсуждение и согласование возможных решений с заказчиками и разработчиками; Постановка отдельных технических заданий на разработку ПО; Тестирование программных решений; Разработка проектной документации, спецификации, инструкций и т.д.; Работа с инцидентами (техническая поддержка на 3ей линии). Контроль прохождения цикла задачи от постановки до выполнения."
Системный аналитик 1С: ЗУП,"ПАО ""УРАЛАСБЕСТ""",Свердловская область,65000,80000,«руб.»,,https://trudvsem.ru/vacancy/card/1026600626777/5418f618-7696-11f1-9a9e-6f4b77459deb,,"Анализ бизнес процессов, разработка рекомендаций по улучшению. Формирование требований от бизнеса (улучшение, изменение, исправление ошибок), составление ТЗ и взаимодействие с разработчиками. Контроль процесса реализации изменений в том числе новых релизов конфигурации. Оперативная поддержка пользователей в процессе эксплуатации систем по всем модулям программы. Отслеживание изменений в законодательстве, касающихся заработной платы и управления персоналом. Администрирование пользователей, настройка ролей."
Системный аналитик в отдел сопровождения и развития программного обеспечения,"ООО ""ВЕЛЕССТРОЙ""",Город Москва,250000,250000,«руб.»,,https://trudvsem.ru/vacancy/card/317878c0-07a1-11eb-b7b8-b905beff6f7a/10aa2a59-ac4e-11f1-8587-2b3d872122a6,,"Системное проектирование: Сбор и формализация требований бизнеса, моделирование процессов в BPMN/UML. Проектирование архитектуры решений (выбор регистров, механизмов платформы, состав подсистем) для крупных внедрений, миграций и интеграций. Управление требованиями: Ведение полного цикла требований (от идеи до приемки). Создание детальных ТЗ, User Stories и Use Cases с оценкой трудозатрат и рисков. Согласование решений со стейкхолдерами. Интеграция: Проектирование обмена данными между 1С и внешними системами (банки, CRM, СЭД, EDI). Описание форматов (JSON, XML, SOAP, REST), разработка правил конвертации и маппинга сущностей. Контроль качества: Разработка стратегии тестирования (функциональное, интеграционное) совместно с QA. Оценка влияния изменений, участие в приемочных испытаниях. Экспертиза: Проведение архитектурных Code Review (проверка решений на соответствие архитектурным стандартам). Наставничество старших консультантов. Ведение базы знаний: cоздание инструкций для пользователей, методических материалов и проведение обучения. Взаимодействие с подрядчиками: координация работ, контроль выполнения SLA."
Главный системный аналитик ID 4666,"ООО ""ГАЗПРОМ ЦПС""",Город Санкт-Петербург,100000,100000,«руб.»,,https://trudvsem.ru/vacancy/card/1025000651477/2dd680e8-9fb7-11f1-9845-b5db8f41d690,,"Проектирование решений на 1С: формирование целевых моделей бизнес‑процессов и данных под задачи импортозамещения; декомпозиция требований, приоритизация и трассировка; подготовка спецификаций, постановок на разработку, диаграмм (BPMN, UML), матриц соответствия и маппингов. Gap‑анализ и миграция: выявление функциональных разрывов между текущими (зарубежными) системами и решениями на 1С; определение способов покрытия разрывов (настройка, доработки, интеграции); проектирование схем миграции данных, правил конвертации, маппингов справочников и документов. Интеграции и архитектура: проектирование интеграционных сценариев с другими системами (ERP‑смежные, WMS, MES, BI, кадровые и финансовые системы); согласование архитектурных решений с ИТ‑архитекторами; контроль соблюдения стандартов платформы 1С и требований к производительности. Управление требованиями и изменениями: ведение реестра требований, контроль версий и влияния изменений; работа с бэклогом и дорожной картой внедрения; формализация критериев приёмки и тестовых сценариев. Взаимодействие со стейкхолдерами: проведение интервью с бизнес‑заказчиками и владельцами процессов, согласование решений на рабочих группах и комитетах; подготовка обоснований и презентаций для руководства; обеспечение прозрачности решений для бизнеса и ИТ."
